name,label
Amphenol Corporation,"{""Business_Model_Resilience"": 30, ""Systemic_Risk_Management"": 104, ""Director_Removal"": 6, ""Product_Design_And_Lifecycle_Management"": 69, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Human_Rights_And_Community_Relations"": 2, ""Employee_Health_And_Safety"": 4, ""Data_Security"": 12, ""Energy_Management"": 3, ""Management_Of_Legal_And_Regulatory_Framework"": 195, ""Competitive_Behavior"": 43, ""Supply_Chain_Management"": 13, ""Physical_Impacts_Of_Climate_Change"": 5, ""Labor_Practices"": 13, ""Critical_Incident_Risk_Management"": 1, ""Business_Ethics"": 10, ""Product_Quality_And_Safety"": 3, ""Waste_And_Hazardous_Materials_Management"": 1, ""GHG_Emissions"": 1, ""Ecological_Impacts"": 1, ""Access_And_Affordability"": 1}"
M&t Bank Corp.,"{""Management_Of_Legal_And_Regulatory_Framework"": 413, ""Systemic_Risk_Management"": 172, ""Business_Ethics"": 52, ""Business_Model_Resilience"": 41, ""Director_Removal"": 48, ""Data_Security"": 13, ""Customer_Privacy"": 8, ""Competitive_Behavior"": 98, ""Employee_Engagement_Inclusion_And_Diversity"": 11, ""Product_Design_And_Lifecycle_Management"": 6, ""Labor_Practices"": 9, ""Critical_Incident_Risk_Management"": 2, ""Physical_Impacts_Of_Climate_Change"": 1, ""Employee_Health_And_Safety"": 1, ""Customer_Welfare"": 1, ""Access_And_Affordability"": 2, ""Waste_And_Hazardous_Materials_Management"": 1}"
"Analog Devices, Inc.","{""Product_Design_And_Lifecycle_Management"": 84, ""Systemic_Risk_Management"": 86, ""Business_Model_Resilience"": 21, ""Data_Security"": 5, ""Management_Of_Legal_And_Regulatory_Framework"": 193, ""Director_Removal"": 6, ""Energy_Management"": 5, ""Business_Ethics"": 17, ""Employee_Health_And_Safety"": 4, ""Competitive_Behavior"": 34, ""Supply_Chain_Management"": 3, ""Product_Quality_And_Safety"": 2, ""Customer_Privacy"": 2, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Labor_Practices"": 10, ""Customer_Welfare"": 1, ""Physical_Impacts_Of_Climate_Change"": 1}"
Ansys Inc,"{""Management_Of_Legal_And_Regulatory_Framework"": 147, ""Data_Security"": 16, ""Director_Removal"": 6, ""Competitive_Behavior"": 37, ""Business_Ethics"": 16, ""Business_Model_Resilience"": 13, ""Systemic_Risk_Management"": 57, ""Product_Design_And_Lifecycle_Management"": 45, ""Employee_Engagement_Inclusion_And_Diversity"": 13, ""Energy_Management"": 6, ""Employee_Health_And_Safety"": 5, ""Air_Quality"": 1, ""Customer_Privacy"": 6, ""Labor_Practices"": 5, ""Selling_Practices_And_Product_Labeling"": 1, ""Physical_Impacts_Of_Climate_Change"": 2, ""Product_Quality_And_Safety"": 1, ""GHG_Emissions"": 1, ""Access_And_Affordability"": 1}"
A.O. Smith Corporation,"{""Product_Design_And_Lifecycle_Management"": 31, ""Supply_Chain_Management"": 3, ""Water_And_Wastewater_Management"": 12, ""Energy_Management"": 6, ""Management_Of_Legal_And_Regulatory_Framework"": 92, ""Systemic_Risk_Management"": 56, ""Business_Ethics"": 13, ""Competitive_Behavior"": 13, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Employee_Health_And_Safety"": 1, ""Physical_Impacts_Of_Climate_Change"": 3, ""Business_Model_Resilience"": 7, ""Labor_Practices"": 4, ""Data_Security"": 3, ""Product_Quality_And_Safety"": 7, ""Director_Removal"": 6, ""Customer_Welfare"": 1, ""Waste_And_Hazardous_Materials_Management"": 1}"
Apa Corporation,"{""GHG_Emissions"": 5, ""Business_Model_Resilience"": 4, ""Systemic_Risk_Management"": 4, ""Energy_Management"": 1, ""Air_Quality"": 1, ""Human_Rights_And_Community_Relations"": 3, ""Water_And_Wastewater_Management"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 1}"
Apple Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 140, ""Competitive_Behavior"": 20, ""Director_Removal"": 5, ""Business_Ethics"": 16, ""Systemic_Risk_Management"": 58, ""Product_Design_And_Lifecycle_Management"": 48, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Employee_Health_And_Safety"": 3, ""Supply_Chain_Management"": 6, ""Physical_Impacts_Of_Climate_Change"": 1, ""Product_Quality_And_Safety"": 3, ""Selling_Practices_And_Product_Labeling"": 1, ""Data_Security"": 9, ""Human_Rights_And_Community_Relations"": 1, ""Customer_Privacy"": 2, ""Business_Model_Resilience"": 3, ""Customer_Welfare"": 1, ""Labor_Practices"": 2}"
Applied Materials Inc,"{""Supply_Chain_Management"": 19, ""Product_Design_And_Lifecycle_Management"": 71, ""Business_Model_Resilience"": 10, ""GHG_Emissions"": 2, ""Management_Of_Legal_And_Regulatory_Framework"": 133, ""Customer_Privacy"": 1, ""Systemic_Risk_Management"": 70, ""Employee_Health_And_Safety"": 6, ""Business_Ethics"": 13, ""Waste_And_Hazardous_Materials_Management"": 3, ""Competitive_Behavior"": 36, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Labor_Practices"": 7, ""Physical_Impacts_Of_Climate_Change"": 1, ""Data_Security"": 5, ""Human_Rights_And_Community_Relations"": 1, ""Product_Quality_And_Safety"": 1, ""Energy_Management"": 2, ""Director_Removal"": 2}"
Electronic Arts Inc,"{""Management_Of_Legal_And_Regulatory_Framework"": 137, ""Systemic_Risk_Management"": 58, ""Product_Design_And_Lifecycle_Management"": 89, ""Energy_Management"": 9, ""Business_Model_Resilience"": 19, ""Supply_Chain_Management"": 7, ""Data_Security"": 9, ""Competitive_Behavior"": 40, ""Labor_Practices"": 8, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Employee_Health_And_Safety"": 4, ""Waste_And_Hazardous_Materials_Management"": 3, ""Product_Quality_And_Safety"": 4, ""Critical_Incident_Risk_Management"": 1, ""Customer_Privacy"": 2, ""Director_Removal"": 1, ""Business_Ethics"": 9, ""Ecological_Impacts"": 1}"
"Best Buy Company, Inc.","{""Supply_Chain_Management"": 32, ""Product_Design_And_Lifecycle_Management"": 8, ""Employee_Engagement_Inclusion_And_Diversity"": 14, ""Systemic_Risk_Management"": 85, ""Management_Of_Legal_And_Regulatory_Framework"": 198, ""Business_Ethics"": 14, ""Data_Security"": 13, ""Physical_Impacts_Of_Climate_Change"": 9, ""Business_Model_Resilience"": 27, ""Energy_Management"": 25, ""Waste_And_Hazardous_Materials_Management"": 12, ""Employee_Health_And_Safety"": 14, ""Labor_Practices"": 50, ""Competitive_Behavior"": 30, ""Critical_Incident_Risk_Management"": 6, ""Customer_Privacy"": 2, ""GHG_Emissions"": 5, ""Water_And_Wastewater_Management"": 2, ""Human_Rights_And_Community_Relations"": 1, ""Air_Quality"": 1, ""Product_Quality_And_Safety"": 1, ""Customer_Welfare"": 2, ""Access_And_Affordability"": 3, ""Director_Removal"": 5}"
Archer Daniels Midland Company,"{""Business_Model_Resilience"": 13, ""Customer_Welfare"": 42, ""Supply_Chain_Management"": 22, ""Human_Rights_And_Community_Relations"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 27, ""Director_Removal"": 85, ""Labor_Practices"": 66, ""Business_Ethics"": 29, ""Management_Of_Legal_And_Regulatory_Framework"": 204, ""Data_Security"": 6, ""Product_Design_And_Lifecycle_Management"": 30, ""Systemic_Risk_Management"": 109, ""Physical_Impacts_Of_Climate_Change"": 4, ""GHG_Emissions"": 17, ""Ecological_Impacts"": 3, ""Access_And_Affordability"": 1, ""Employee_Health_And_Safety"": 4, ""Competitive_Behavior"": 69, ""Customer_Privacy"": 1, ""Selling_Practices_And_Product_Labeling"": 4, ""Critical_Incident_Risk_Management"": 1, ""Air_Quality"": 1, ""Product_Quality_And_Safety"": 3, ""Energy_Management"": 1}"
Arista Networks,"{""Supply_Chain_Management"": 25, ""Systemic_Risk_Management"": 71, ""Data_Security"": 47, ""Management_Of_Legal_And_Regulatory_Framework"": 173, ""Director_Removal"": 85, ""Labor_Practices"": 48, ""Business_Ethics"": 28, ""Human_Rights_And_Community_Relations"": 3, ""Product_Design_And_Lifecycle_Management"": 124, ""Waste_And_Hazardous_Materials_Management"": 1, ""Energy_Management"": 3, ""GHG_Emissions"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 19, ""Employee_Health_And_Safety"": 5, ""Access_And_Affordability"": 1, ""Physical_Impacts_Of_Climate_Change"": 1, ""Business_Model_Resilience"": 27, ""Competitive_Behavior"": 81, ""Customer_Privacy"": 5, ""Product_Quality_And_Safety"": 2, ""Critical_Incident_Risk_Management"": 1, ""Customer_Welfare"": 1}"
Arthur J. Gallagher & Co.,"{""Business_Ethics"": 25, ""Management_Of_Legal_And_Regulatory_Framework"": 154, ""Systemic_Risk_Management"": 174, ""Competitive_Behavior"": 69, ""Data_Security"": 6, ""Business_Model_Resilience"": 9, ""Labor_Practices"": 4, ""Physical_Impacts_Of_Climate_Change"": 1, ""Director_Removal"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 1, ""Energy_Management"": 1, ""Employee_Health_And_Safety"": 1}"
"Assurant, Inc.","{""Business_Model_Resilience"": 42, ""Product_Design_And_Lifecycle_Management"": 14, ""Employee_Engagement_Inclusion_And_Diversity"": 20, ""GHG_Emissions"": 1, ""Business_Ethics"": 33, ""Systemic_Risk_Management"": 280, ""Management_Of_Legal_And_Regulatory_Framework"": 194, ""Competitive_Behavior"": 56, ""Supply_Chain_Management"": 2, ""Labor_Practices"": 4, ""Access_And_Affordability"": 1, ""Employee_Health_And_Safety"": 3, ""Data_Security"": 15, ""Physical_Impacts_Of_Climate_Change"": 4, ""Director_Removal"": 4, ""Energy_Management"": 1, ""Critical_Incident_Risk_Management"": 1}"
Martin Marietta Materials,"{""Business_Model_Resilience"": 33, ""Director_Removal"": 61, ""Product_Design_And_Lifecycle_Management"": 48, ""Competitive_Behavior"": 31, ""Physical_Impacts_Of_Climate_Change"": 35, ""Supply_Chain_Management"": 31, ""Systemic_Risk_Management"": 101, ""Energy_Management"": 3, ""Air_Quality"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 30, ""Human_Rights_And_Community_Relations"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 231, ""Employee_Health_And_Safety"": 8, ""Waste_And_Hazardous_Materials_Management"": 8, ""GHG_Emissions"": 15, ""Water_And_Wastewater_Management"": 1, ""Labor_Practices"": 26, ""Business_Ethics"": 30, ""Data_Security"": 1, ""Product_Quality_And_Safety"": 1, ""Customer_Privacy"": 1}"
"Ulta Beauty, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 225, ""Systemic_Risk_Management"": 61, ""Competitive_Behavior"": 58, ""Employee_Health_And_Safety"": 19, ""Business_Ethics"": 23, ""Business_Model_Resilience"": 13, ""Supply_Chain_Management"": 2, ""Product_Quality_And_Safety"": 7, ""Physical_Impacts_Of_Climate_Change"": 6, ""Access_And_Affordability"": 1, ""Critical_Incident_Risk_Management"": 5, ""Water_And_Wastewater_Management"": 2, ""Human_Rights_And_Community_Relations"": 1, ""Ecological_Impacts"": 4, ""Employee_Engagement_Inclusion_And_Diversity"": 11, ""Waste_And_Hazardous_Materials_Management"": 3, ""Data_Security"": 7, ""Labor_Practices"": 47, ""Air_Quality"": 1, ""Director_Removal"": 12, ""Product_Design_And_Lifecycle_Management"": 2, ""Customer_Privacy"": 14}"
Atmos Energy Corporation,"{""Energy_Management"": 11, ""Human_Rights_And_Community_Relations"": 1, ""GHG_Emissions"": 17, ""Systemic_Risk_Management"": 71, ""Business_Ethics"": 13, ""Director_Removal"": 7, ""Management_Of_Legal_And_Regulatory_Framework"": 180, ""Business_Model_Resilience"": 11, ""Employee_Health_And_Safety"": 11, ""Competitive_Behavior"": 15, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Physical_Impacts_Of_Climate_Change"": 8, ""Data_Security"": 6, ""Product_Design_And_Lifecycle_Management"": 1, ""Labor_Practices"": 8, ""Supply_Chain_Management"": 1, ""Customer_Privacy"": 1}"
Kla Corporation,"{""Employee_Health_And_Safety"": 18, ""Critical_Incident_Risk_Management"": 4, ""Business_Model_Resilience"": 14, ""Air_Quality"": 1, ""Supply_Chain_Management"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 13, ""Systemic_Risk_Management"": 7, ""Customer_Welfare"": 2, ""Business_Ethics"": 1, ""Energy_Management"": 5, ""Waste_And_Hazardous_Materials_Management"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 2, ""Human_Rights_And_Community_Relations"": 3, ""Access_And_Affordability"": 2, ""Director_Removal"": 1}"
W.R. Berkley Corporation,"{""Director_Removal"": 6, ""Systemic_Risk_Management"": 39, ""Management_Of_Legal_And_Regulatory_Framework"": 31, ""Competitive_Behavior"": 15, ""Business_Model_Resilience"": 1, ""Business_Ethics"": 4}"
Autodesk Inc,"{""Management_Of_Legal_And_Regulatory_Framework"": 253, ""Director_Removal"": 68, ""Systemic_Risk_Management"": 151, ""Business_Model_Resilience"": 41, ""Product_Design_And_Lifecycle_Management"": 42, ""Employee_Engagement_Inclusion_And_Diversity"": 28, ""Human_Rights_And_Community_Relations"": 4, ""Access_And_Affordability"": 4, ""Physical_Impacts_Of_Climate_Change"": 5, ""GHG_Emissions"": 5, ""Business_Ethics"": 32, ""Labor_Practices"": 38, ""Supply_Chain_Management"": 2, ""Competitive_Behavior"": 84, ""Employee_Health_And_Safety"": 5, ""Waste_And_Hazardous_Materials_Management"": 1, ""Data_Security"": 14, ""Customer_Privacy"": 4, ""Energy_Management"": 2}"
Automatic Data Processing,"{""Management_Of_Legal_And_Regulatory_Framework"": 157, ""Systemic_Risk_Management"": 58, ""Business_Ethics"": 17, ""Labor_Practices"": 28, ""Business_Model_Resilience"": 18, ""Employee_Engagement_Inclusion_And_Diversity"": 24, ""Data_Security"": 10, ""Product_Design_And_Lifecycle_Management"": 5, ""Employee_Health_And_Safety"": 3, ""Competitive_Behavior"": 22, ""Customer_Privacy"": 5, ""Access_And_Affordability"": 1, ""Critical_Incident_Risk_Management"": 2, ""Energy_Management"": 1, ""Director_Removal"": 4}"
"Autozone, Inc.","{""Product_Design_And_Lifecycle_Management"": 47, ""Systemic_Risk_Management"": 72, ""Business_Model_Resilience"": 26, ""Supply_Chain_Management"": 10, ""Director_Removal"": 51, ""Labor_Practices"": 46, ""Management_Of_Legal_And_Regulatory_Framework"": 167, ""Competitive_Behavior"": 31, ""Employee_Engagement_Inclusion_And_Diversity"": 16, ""Business_Ethics"": 26, ""Data_Security"": 9, ""Physical_Impacts_Of_Climate_Change"": 5, ""Employee_Health_And_Safety"": 7, ""Ecological_Impacts"": 1, ""Customer_Privacy"": 3, ""Human_Rights_And_Community_Relations"": 1, ""Product_Quality_And_Safety"": 1, ""GHG_Emissions"": 1, ""Customer_Welfare"": 1, ""Energy_Management"": 1}"
"Avalonbay Communities, Inc.","{""Business_Model_Resilience"": 44, ""Systemic_Risk_Management"": 103, ""Management_Of_Legal_And_Regulatory_Framework"": 190, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Energy_Management"": 15, ""Competitive_Behavior"": 42, ""Access_And_Affordability"": 2, ""Employee_Health_And_Safety"": 5, ""Critical_Incident_Risk_Management"": 1, ""Supply_Chain_Management"": 1, ""Physical_Impacts_Of_Climate_Change"": 3, ""Waste_And_Hazardous_Materials_Management"": 3, ""Ecological_Impacts"": 3, ""Business_Ethics"": 9, ""Data_Security"": 4, ""Human_Rights_And_Community_Relations"": 3, ""Customer_Welfare"": 1, ""Director_Removal"": 3, ""Labor_Practices"": 3}"
Avery Dennison Corp.,"{""Management_Of_Legal_And_Regulatory_Framework"": 150, ""Business_Ethics"": 12, ""Systemic_Risk_Management"": 64, ""Product_Design_And_Lifecycle_Management"": 45, ""Human_Rights_And_Community_Relations"": 1, ""Competitive_Behavior"": 30, ""Employee_Engagement_Inclusion_And_Diversity"": 7, ""Labor_Practices"": 5, ""Employee_Health_And_Safety"": 2, ""Supply_Chain_Management"": 3, ""Waste_And_Hazardous_Materials_Management"": 2, ""GHG_Emissions"": 1, ""Physical_Impacts_Of_Climate_Change"": 3, ""Business_Model_Resilience"": 14, ""Product_Quality_And_Safety"": 2, ""Data_Security"": 7, ""Customer_Privacy"": 1, ""Director_Removal"": 3, ""Customer_Welfare"": 1, ""Access_And_Affordability"": 1, ""Critical_Incident_Risk_Management"": 1, ""Energy_Management"": 1}"
"Xcel Energy, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 90, ""Product_Design_And_Lifecycle_Management"": 54, ""Business_Model_Resilience"": 8, ""Competitive_Behavior"": 29, ""Supply_Chain_Management"": 4, ""Data_Security"": 4, ""Energy_Management"": 6, ""Systemic_Risk_Management"": 35, ""Access_And_Affordability"": 2, ""Employee_Health_And_Safety"": 2, ""Labor_Practices"": 15, ""Business_Ethics"": 19, ""Employee_Engagement_Inclusion_And_Diversity"": 2, ""Physical_Impacts_Of_Climate_Change"": 3, ""Product_Quality_And_Safety"": 1, ""Director_Removal"": 5}"
"Axon Enterprise, Inc.","{""Human_Rights_And_Community_Relations"": 3, ""Employee_Health_And_Safety"": 26, ""Critical_Incident_Risk_Management"": 8, ""Business_Ethics"": 58, ""Business_Model_Resilience"": 29, ""Product_Design_And_Lifecycle_Management"": 72, ""Access_And_Affordability"": 2, ""Systemic_Risk_Management"": 104, ""Employee_Engagement_Inclusion_And_Diversity"": 27, ""Director_Removal"": 56, ""Management_Of_Legal_And_Regulatory_Framework"": 298, ""Competitive_Behavior"": 84, ""Customer_Welfare"": 1, ""Data_Security"": 16, ""Labor_Practices"": 61, ""Product_Quality_And_Safety"": 12, ""Customer_Privacy"": 8, ""Supply_Chain_Management"": 8, ""Air_Quality"": 1}"
"Meta Platforms, Inc. Class A","{""Management_Of_Legal_And_Regulatory_Framework"": 174, ""Systemic_Risk_Management"": 111, ""Product_Design_And_Lifecycle_Management"": 57, ""Competitive_Behavior"": 100, ""Waste_And_Hazardous_Materials_Management"": 2, ""Customer_Privacy"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Business_Ethics"": 19, ""Employee_Health_And_Safety"": 2, ""Data_Security"": 2, ""Business_Model_Resilience"": 9, ""Labor_Practices"": 3, ""Product_Quality_And_Safety"": 1, ""Supply_Chain_Management"": 4, ""Director_Removal"": 3, ""Customer_Welfare"": 1, ""Energy_Management"": 1, ""Selling_Practices_And_Product_Labeling"": 1}"
Baker Hughes Company,"{""Competitive_Behavior"": 31, ""GHG_Emissions"": 7, ""Business_Model_Resilience"": 22, ""Physical_Impacts_Of_Climate_Change"": 8, ""Energy_Management"": 18, ""Supply_Chain_Management"": 9, ""Product_Design_And_Lifecycle_Management"": 45, ""Management_Of_Legal_And_Regulatory_Framework"": 138, ""Business_Ethics"": 29, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Employee_Health_And_Safety"": 13, ""Customer_Privacy"": 2, ""Systemic_Risk_Management"": 92, ""Critical_Incident_Risk_Management"": 2, ""Air_Quality"": 1, ""Human_Rights_And_Community_Relations"": 1, ""Labor_Practices"": 7, ""Waste_And_Hazardous_Materials_Management"": 5, ""Selling_Practices_And_Product_Labeling"": 1, ""Director_Removal"": 4, ""Data_Security"": 8}"
Ball Corporation,"{""Business_Model_Resilience"": 12, ""Product_Design_And_Lifecycle_Management"": 20, ""Supply_Chain_Management"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 16, ""Human_Rights_And_Community_Relations"": 2, ""Customer_Welfare"": 1, ""Waste_And_Hazardous_Materials_Management"": 2, ""GHG_Emissions"": 8, ""Product_Quality_And_Safety"": 2, ""Air_Quality"": 5, ""Ecological_Impacts"": 1, ""Critical_Incident_Risk_Management"": 1, ""Employee_Health_And_Safety"": 3, ""Energy_Management"": 5, ""Water_And_Wastewater_Management"": 1, ""Physical_Impacts_Of_Climate_Change"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 6, ""Systemic_Risk_Management"": 4, ""Labor_Practices"": 1, ""Competitive_Behavior"": 1, ""Business_Ethics"": 2}"
"Bath & Body Works, Inc.","{""Competitive_Behavior"": 72, ""Director_Removal"": 52, ""Management_Of_Legal_And_Regulatory_Framework"": 209, ""Customer_Privacy"": 5, ""Employee_Engagement_Inclusion_And_Diversity"": 13, ""GHG_Emissions"": 1, ""Business_Model_Resilience"": 20, ""Product_Design_And_Lifecycle_Management"": 43, ""Systemic_Risk_Management"": 131, ""Human_Rights_And_Community_Relations"": 2, ""Product_Quality_And_Safety"": 1, ""Labor_Practices"": 36, ""Employee_Health_And_Safety"": 10, ""Business_Ethics"": 30, ""Data_Security"": 16, ""Energy_Management"": 5, ""Customer_Welfare"": 6, ""Ecological_Impacts"": 1, ""Access_And_Affordability"": 1}"
